iter,loss,lr,time_ms,mfu_percent,vram_used_gb,vram_total_gb,vram_percent
407,5.534738,0.00060000,10260.83,26.51,18.250,21.964,17.54
408,5.609144,0.00060000,10265.50,26.59,18.250,21.964,17.54
409,5.188887,0.00060000,10283.11,26.66,18.250,21.964,17.54
410,5.410352,0.00060000,10314.52,26.71,18.250,21.964,17.54
411,4.988649,0.00060000,10333.47,26.75,18.250,21.964,17.54
412,4.837764,0.00060000,10356.44,26.78,18.250,21.964,17.54
413,5.191916,0.00060000,10343.54,26.81,18.250,21.964,17.54
414,5.280302,0.00060000,10332.28,26.84,18.250,21.964,17.54
415,5.157785,0.00060000,10335.15,26.87,18.250,21.964,17.54
416,5.265198,0.00060000,10342.37,26.90,18.250,21.964,17.54
417,5.198492,0.00060000,10330.15,26.92,18.250,21.964,17.54
418,5.020393,0.00060000,10338.87,26.94,18.250,21.964,17.54
419,5.158373,0.00060000,10316.94,26.96,18.250,21.964,17.54
420,5.465433,0.00060000,10314.94,26.98,18.250,21.964,17.54
421,5.221985,0.00060000,10309.31,27.00,18.250,21.964,17.54
422,5.368578,0.00060000,10299.29,27.03,18.250,21.964,17.54
423,5.324072,0.00060000,10307.32,27.04,18.250,21.964,17.54
424,5.379630,0.00060000,10309.91,27.06,18.250,21.964,17.54
425,5.284872,0.00060000,10324.06,27.07,18.250,21.964,17.54
426,5.070038,0.00060000,10330.10,27.07,18.250,21.964,17.54
427,5.485189,0.00060000,10336.73,27.08,18.250,21.964,17.54
428,5.351984,0.00060000,10342.26,27.08,18.250,21.964,17.54
429,5.317072,0.00060000,10337.11,27.08,18.250,21.964,17.54
430,5.231619,0.00060000,10334.58,27.09,18.250,21.964,17.54
431,5.338315,0.00060000,10324.79,27.09,18.250,21.964,17.54
432,5.248653,0.00060000,10327.20,27.10,18.250,21.964,17.54
433,4.938236,0.00060000,10329.75,27.10,18.250,21.964,17.54
434,5.275742,0.00060000,10332.27,27.11,18.250,21.964,17.54
435,5.169240,0.00060000,10324.98,27.11,18.250,21.964,17.54
436,5.287601,0.00060000,10343.04,27.11,18.250,21.964,17.54
437,5.227674,0.00060000,10344.42,27.11,18.250,21.964,17.54
438,5.147869,0.00060000,10343.39,27.11,18.250,21.964,17.54
439,5.202470,0.00060000,10337.94,27.11,18.250,21.964,17.54
440,5.143333,0.00060000,10334.41,27.11,18.250,21.964,17.54
441,4.732351,0.00060000,10323.85,27.11,18.250,21.964,17.54
442,5.210219,0.00060000,10325.16,27.12,18.250,21.964,17.54
443,5.164777,0.00060000,10314.89,27.12,18.250,21.964,17.54
444,5.146266,0.00060000,10320.36,27.13,18.250,21.964,17.54
445,4.996164,0.00060000,10328.04,27.13,18.250,21.964,17.54
446,5.295238,0.00060000,10324.55,27.13,18.250,21.964,17.54
447,5.208280,0.00060000,10329.92,27.13,18.250,21.964,17.54
448,5.397549,0.00060000,10339.00,27.13,18.250,21.964,17.54
449,5.270421,0.00060000,10321.27,27.13,18.250,21.964,17.54
450,5.044246,0.00060000,10324.66,27.13,18.250,21.964,17.54
451,5.103331,0.00060000,10325.52,27.14,18.250,21.964,17.54
452,5.255785,0.00060000,10324.32,27.14,18.250,21.964,17.54
453,5.007061,0.00060000,10326.83,27.14,18.250,21.964,17.54
454,5.135769,0.00060000,10325.47,27.14,18.250,21.964,17.54
455,5.068923,0.00060000,10327.45,27.14,18.250,21.964,17.54
456,5.073685,0.00060000,10313.10,27.14,18.250,21.964,17.54
457,5.285120,0.00060000,10318.92,27.15,18.250,21.964,17.54
458,4.988525,0.00060000,10318.51,27.15,18.250,21.964,17.54
459,5.141511,0.00060000,10315.69,27.15,18.250,21.964,17.54
460,5.086467,0.00060000,10317.42,27.15,18.250,21.964,17.54
461,5.196056,0.00060000,10317.90,27.15,18.250,21.964,17.54
462,5.030891,0.00060000,10330.80,27.15,18.250,21.964,17.54
463,5.122759,0.00060000,10328.49,27.15,18.250,21.964,17.54
464,4.528497,0.00060000,10339.88,27.15,18.250,21.964,17.54
465,5.168401,0.00060000,10340.64,27.14,18.250,21.964,17.54
466,5.083875,0.00060000,10354.42,27.14,18.250,21.964,17.54
467,5.099018,0.00060000,10361.88,27.13,18.250,21.964,17.54
468,4.946674,0.00060000,10350.92,27.12,18.250,21.964,17.54
469,5.084168,0.00060000,10342.85,27.12,18.250,21.964,17.54
470,5.431472,0.00060000,10336.02,27.12,18.250,21.964,17.54
471,5.082695,0.00060000,10329.39,27.12,18.250,21.964,17.54
472,5.016545,0.00060000,10328.35,27.12,18.250,21.964,17.54
473,4.966953,0.00060000,10320.42,27.13,18.250,21.964,17.54
474,4.925753,0.00060000,10327.63,27.13,18.250,21.964,17.54
475,5.224830,0.00060000,10317.18,27.13,18.250,21.964,17.54
476,4.919674,0.00060000,10324.43,27.14,18.250,21.964,17.54
477,4.923038,0.00060000,10319.17,27.14,18.250,21.964,17.54
478,5.220319,0.00060000,10310.99,27.14,18.250,21.964,17.54
479,5.032445,0.00060000,10321.54,27.14,18.250,21.964,17.54
480,5.300395,0.00060000,10321.04,27.15,18.250,21.964,17.54
481,4.913825,0.00060000,10327.33,27.15,18.250,21.964,17.54
482,4.901042,0.00060000,10332.68,27.14,18.250,21.964,17.54
483,5.127018,0.00060000,10333.01,27.14,18.250,21.964,17.54
484,5.033422,0.00060000,10336.91,27.14,18.250,21.964,17.54
485,5.051508,0.00060000,10339.89,27.14,18.250,21.964,17.54
486,4.461337,0.00060000,10340.75,27.13,18.250,21.964,17.54
487,5.212396,0.00060000,10341.80,27.13,18.250,21.964,17.54
488,5.100325,0.00060000,10337.44,27.13,18.250,21.964,17.54
489,5.036131,0.00060000,10340.39,27.13,18.250,21.964,17.54
490,4.928679,0.00060000,10343.44,27.12,18.250,21.964,17.54
491,4.482961,0.00060000,10336.66,27.12,18.250,21.964,17.54
492,5.036795,0.00060000,10320.87,27.13,18.250,21.964,17.54
493,5.033586,0.00060000,10322.03,27.13,18.250,21.964,17.54
494,5.209741,0.00060000,10326.95,27.13,18.250,21.964,17.54
495,4.736799,0.00060000,10330.21,27.13,18.250,21.964,17.54
496,5.182616,0.00060000,10343.34,27.13,18.250,21.964,17.54
497,4.900764,0.00060000,10334.77,27.13,18.250,21.964,17.54
498,5.109967,0.00060000,10339.57,27.13,18.250,21.964,17.54
499,5.022610,0.00060000,10337.00,27.13,18.250,21.964,17.54
500,5.151570,0.00060000,19197.75,25.87,18.250,21.964,17.54
501,4.898457,0.00060000,10352.26,25.99,18.250,21.964,17.54
502,4.987281,0.00060000,10458.60,26.07,18.250,21.964,17.54
503,5.045013,0.00060000,10431.11,26.15,18.250,21.964,17.54
504,4.921762,0.00060000,10374.20,26.24,18.250,21.964,17.54
505,4.926434,0.00060000,10326.76,26.33,18.250,21.964,17.54
506,4.907172,0.00060000,10289.67,26.42,18.250,21.964,17.54
507,4.814800,0.00060000,10267.81,26.51,18.250,21.964,17.54
508,4.708181,0.00060000,10277.93,26.59,18.250,21.964,17.54
509,5.114005,0.00060000,10291.19,26.65,18.250,21.964,17.54
510,4.988654,0.00060000,10316.83,26.70,18.250,21.964,17.54
511,4.979561,0.00060000,10353.85,26.74,18.250,21.964,17.54
512,5.197814,0.00060000,10352.92,26.77,18.250,21.964,17.54
513,4.924394,0.00060000,10358.43,26.80,18.250,21.964,17.54
514,5.272010,0.00060000,10346.54,26.83,18.250,21.964,17.54
515,4.609341,0.00060000,10341.50,26.86,18.250,21.964,17.54
516,4.971604,0.00060000,10326.27,26.89,18.250,21.964,17.54
517,5.012010,0.00060000,10311.31,26.92,18.250,21.964,17.54
518,5.023304,0.00060000,10306.62,26.95,18.250,21.964,17.54
519,5.200739,0.00060000,10302.24,26.97,18.250,21.964,17.54
520,5.022671,0.00060000,10322.22,26.99,18.250,21.964,17.54
521,4.938192,0.00060000,10331.80,27.00,18.250,21.964,17.54
522,5.024364,0.00060000,10346.83,27.01,18.250,21.964,17.54
523,5.194632,0.00060000,10340.56,27.02,18.250,21.964,17.54
524,4.886617,0.00060000,10353.49,27.03,18.250,21.964,17.54
525,4.832560,0.00060000,10362.16,27.03,18.250,21.964,17.54
526,4.578061,0.00060000,10364.46,27.03,18.250,21.964,17.54
527,4.891651,0.00060000,10343.56,27.04,18.250,21.964,17.54
528,4.840841,0.00060000,10345.37,27.04,18.250,21.964,17.54
529,4.838572,0.00060000,10336.54,27.05,18.250,21.964,17.54
530,4.963250,0.00060000,10332.46,27.06,18.250,21.964,17.54
531,4.868251,0.00060000,10327.63,27.07,18.250,21.964,17.54
532,4.874924,0.00060000,10320.33,27.08,18.250,21.964,17.54
533,5.095817,0.00060000,10320.91,27.09,18.250,21.964,17.54
534,4.870422,0.00060000,10321.22,27.09,18.250,21.964,17.54
535,4.750443,0.00060000,10333.28,27.10,18.250,21.964,17.54
536,4.774900,0.00060000,10331.31,27.10,18.250,21.964,17.54
537,4.818285,0.00060000,10352.70,27.10,18.250,21.964,17.54
538,5.037931,0.00060000,10342.73,27.10,18.250,21.964,17.54
539,4.855725,0.00060000,10350.91,27.10,18.250,21.964,17.54
540,4.909408,0.00060000,10340.64,27.10,18.250,21.964,17.54
541,4.853647,0.00060000,10356.91,27.09,18.250,21.964,17.54
542,4.942585,0.00060000,10346.39,27.09,18.250,21.964,17.54
543,4.927661,0.00060000,10350.95,27.09,18.250,21.964,17.54
544,4.945194,0.00060000,10348.58,27.09,18.250,21.964,17.54
545,4.873560,0.00060000,10330.06,27.10,18.250,21.964,17.54
546,5.085839,0.00060000,10343.13,27.10,18.250,21.964,17.54
547,5.019504,0.00060000,10336.48,27.10,18.250,21.964,17.54
548,5.007409,0.00060000,10330.87,27.10,18.250,21.964,17.54
549,4.893516,0.00060000,10325.81,27.11,18.250,21.964,17.54
550,4.915630,0.00060000,10318.74,27.11,18.250,21.964,17.54
551,4.923281,0.00060000,10320.09,27.12,18.250,21.964,17.54
552,4.892767,0.00060000,10321.40,27.12,18.250,21.964,17.54
553,4.840977,0.00060000,10328.62,27.12,18.250,21.964,17.54
554,4.802283,0.00060000,10325.64,27.13,18.250,21.964,17.54
555,4.963897,0.00060000,10342.08,27.12,18.250,21.964,17.54
556,4.861938,0.00060000,10338.10,27.12,18.250,21.964,17.54
557,4.705053,0.00060000,10345.08,27.12,18.250,21.964,17.54
558,4.741052,0.00060000,10362.68,27.11,18.250,21.964,17.54
559,5.039440,0.00060000,10370.33,27.11,18.250,21.964,17.54
560,4.816146,0.00060000,10353.71,27.10,18.250,21.964,17.54
561,4.794131,0.00060000,10341.24,27.10,18.250,21.964,17.54
562,4.401712,0.00060000,10331.13,27.11,18.250,21.964,17.54
563,4.803168,0.00060000,10312.85,27.11,18.250,21.964,17.54
564,4.998268,0.00060000,10322.23,27.12,18.250,21.964,17.54
565,4.880242,0.00060000,10310.33,27.12,18.250,21.964,17.54
566,4.490935,0.00060000,10307.21,27.13,18.250,21.964,17.54
567,4.826578,0.00060000,10324.22,27.13,18.250,21.964,17.54
568,4.824927,0.00060000,10319.28,27.14,18.250,21.964,17.54
569,5.050101,0.00060000,10322.87,27.14,18.250,21.964,17.54
570,4.840168,0.00060000,10324.59,27.14,18.250,21.964,17.54
571,4.737766,0.00060000,10341.45,27.14,18.250,21.964,17.54
572,4.734507,0.00060000,10343.01,27.13,18.250,21.964,17.54
573,4.815106,0.00060000,10351.51,27.13,18.250,21.964,17.54
574,4.777710,0.00060000,10364.68,27.12,18.250,21.964,17.54
575,4.935308,0.00060000,10361.38,27.11,18.250,21.964,17.54
576,4.817863,0.00060000,10359.69,27.11,18.250,21.964,17.54
577,4.975654,0.00060000,10353.87,27.10,18.250,21.964,17.54
578,4.852539,0.00060000,10343.79,27.10,18.250,21.964,17.54
579,5.030354,0.00060000,10330.67,27.11,18.250,21.964,17.54
580,4.875962,0.00060000,10331.78,27.11,18.250,21.964,17.54
581,4.775917,0.00060000,10329.08,27.11,18.250,21.964,17.54
582,4.197244,0.00060000,10317.04,27.12,18.250,21.964,17.54
583,4.928902,0.00060000,10307.16,27.13,18.250,21.964,17.54
584,4.567423,0.00060000,10313.78,27.13,18.250,21.964,17.54
585,5.303761,0.00060000,10320.62,27.13,18.250,21.964,17.54
586,4.777371,0.00060000,10310.04,27.14,18.250,21.964,17.54
587,4.679156,0.00060000,10314.25,27.14,18.250,21.964,17.54
588,4.838677,0.00060000,10316.94,27.15,18.250,21.964,17.54
589,4.925208,0.00060000,10322.37,27.15,18.250,21.964,17.54
590,4.801280,0.00060000,10326.36,27.15,18.250,21.964,17.54
591,4.620436,0.00060000,10338.48,27.14,18.250,21.964,17.54
592,4.802775,0.00060000,10335.34,27.14,18.250,21.964,17.54
593,4.724245,0.00060000,10336.42,27.14,18.250,21.964,17.54
594,4.698951,0.00060000,10340.90,27.14,18.250,21.964,17.54
595,4.678185,0.00060000,10336.54,27.13,18.250,21.964,17.54
596,4.767035,0.00060000,10331.06,27.13,18.250,21.964,17.54
597,4.575268,0.00060000,10332.74,27.13,18.250,21.964,17.54
598,4.768986,0.00060000,10336.02,27.13,18.250,21.964,17.54
599,4.557281,0.00060000,10336.31,27.13,18.250,21.964,17.54
600,4.719633,0.00060000,19260.03,25.87,18.250,21.964,17.54
601,5.040588,0.00060000,10343.70,26.00,18.250,21.964,17.54
602,4.775275,0.00060000,10430.30,26.08,18.250,21.964,17.54
603,4.742722,0.00060000,10416.08,26.17,18.250,21.964,17.54
604,4.811741,0.00060000,10366.83,26.25,18.250,21.964,17.54
605,4.595340,0.00060000,10324.33,26.34,18.250,21.964,17.54
606,4.736404,0.00060000,10292.91,26.43,18.250,21.964,17.54
607,4.771445,0.00060000,10275.36,26.52,18.250,21.964,17.54
608,4.499745,0.00060000,10294.98,26.59,18.250,21.964,17.54
609,4.989906,0.00060000,10298.95,26.65,18.250,21.964,17.54
610,4.801011,0.00060000,10333.72,26.70,18.250,21.964,17.54
611,4.666250,0.00060000,10332.52,26.74,18.250,21.964,17.54
612,4.857721,0.00060000,10347.44,26.78,18.250,21.964,17.54
613,4.605159,0.00060000,10341.19,26.81,18.250,21.964,17.54
614,4.685394,0.00060000,10336.44,26.84,18.250,21.964,17.54
615,4.621104,0.00060000,10325.57,26.87,18.250,21.964,17.54
616,4.784285,0.00060000,10319.50,26.90,18.250,21.964,17.54
617,4.562551,0.00060000,10317.44,26.93,18.250,21.964,17.54
618,4.892349,0.00060000,10303.43,26.96,18.250,21.964,17.54
619,4.846340,0.00060000,10297.70,26.98,18.250,21.964,17.54
620,4.795383,0.00060000,10293.37,27.01,18.250,21.964,17.54
621,4.803257,0.00060000,10312.90,27.02,18.250,21.964,17.54
622,4.643769,0.00060000,10326.51,27.04,18.250,21.964,17.54
623,4.664626,0.00060000,10326.21,27.05,18.250,21.964,17.54
624,4.808588,0.00060000,10340.04,27.05,18.250,21.964,17.54
625,4.667857,0.00060000,10345.90,27.06,18.250,21.964,17.54
626,4.632368,0.00060000,10343.46,27.06,18.250,21.964,17.54
627,4.702023,0.00060000,10334.49,27.07,18.250,21.964,17.54
628,4.864223,0.00060000,10327.13,27.08,18.250,21.964,17.54
629,4.583289,0.00060000,10317.30,27.09,18.250,21.964,17.54
630,4.725121,0.00060000,10318.98,27.09,18.250,21.964,17.54
631,4.723515,0.00060000,10318.02,27.10,18.250,21.964,17.54
632,4.670321,0.00060000,10321.97,27.11,18.250,21.964,17.54
633,4.693604,0.00060000,10327.23,27.11,18.250,21.964,17.54
634,4.793087,0.00060000,10322.28,27.11,18.250,21.964,17.54
635,4.691577,0.00060000,10344.81,27.11,18.250,21.964,17.54
636,4.738885,0.00060000,10328.32,27.12,18.250,21.964,17.54
637,4.949223,0.00060000,10325.50,27.12,18.250,21.964,17.54
638,4.958703,0.00060000,10340.42,27.12,18.250,21.964,17.54
639,4.660750,0.00060000,10332.45,27.12,18.250,21.964,17.54
640,4.719209,0.00060000,10332.52,27.12,18.250,21.964,17.54
641,4.484656,0.00060000,10331.46,27.12,18.250,21.964,17.54
642,4.906817,0.00060000,10329.40,27.12,18.250,21.964,17.54
643,4.601935,0.00060000,10339.31,27.12,18.250,21.964,17.54
644,4.616457,0.00060000,10331.28,27.12,18.250,21.964,17.54
645,4.787133,0.00060000,10326.11,27.13,18.250,21.964,17.54
646,4.537168,0.00060000,10313.87,27.13,18.250,21.964,17.54
647,4.705388,0.00060000,10329.25,27.13,18.250,21.964,17.54
648,4.628240,0.00060000,10333.20,27.13,18.250,21.964,17.54
649,4.662359,0.00060000,10324.28,27.13,18.250,21.964,17.54
650,4.776606,0.00060000,10324.90,27.13,18.250,21.964,17.54
651,4.710626,0.00060000,10325.72,27.14,18.250,21.964,17.54
652,4.773145,0.00060000,10342.38,27.13,18.250,21.964,17.54
653,4.668763,0.00060000,10347.02,27.13,18.250,21.964,17.54
654,4.677623,0.00060000,10358.42,27.12,18.250,21.964,17.54
655,4.525739,0.00060000,10358.33,27.12,18.250,21.964,17.54
656,4.779184,0.00060000,10342.57,27.11,18.250,21.964,17.54
657,4.434545,0.00060000,10330.85,27.12,18.250,21.964,17.54
658,4.536175,0.00060000,10329.19,27.12,18.250,21.964,17.54
659,4.666408,0.00060000,10311.06,27.13,18.250,21.964,17.54
660,4.623276,0.00060000,10309.53,27.13,18.250,21.964,17.54
661,4.423305,0.00060000,10315.69,27.14,18.250,21.964,17.54
662,4.463350,0.00060000,10316.82,27.14,18.250,21.964,17.54
663,4.803081,0.00060000,10328.24,27.14,18.250,21.964,17.54
664,4.674842,0.00060000,10326.44,27.14,18.250,21.964,17.54
665,4.660862,0.00060000,10336.51,27.14,18.250,21.964,17.54
666,4.466655,0.00060000,10336.33,27.14,18.250,21.964,17.54
667,5.550792,0.00060000,10344.07,27.13,18.250,21.964,17.54
668,4.604542,0.00060000,10351.29,27.13,18.250,21.964,17.54
669,4.642982,0.00060000,10354.16,27.12,18.250,21.964,17.54
670,4.454391,0.00060000,10361.29,27.12,18.250,21.964,17.54
671,4.566715,0.00060000,10347.54,27.11,18.250,21.964,17.54
672,4.507389,0.00060000,10342.72,27.11,18.250,21.964,17.54
673,4.768001,0.00060000,10330.58,27.11,18.250,21.964,17.54
674,4.688803,0.00060000,10328.66,27.12,18.250,21.964,17.54
675,4.674308,0.00060000,10327.03,27.12,18.250,21.964,17.54
676,4.574126,0.00060000,10326.11,27.12,18.250,21.964,17.54
677,4.361584,0.00060000,10317.38,27.13,18.250,21.964,17.54
678,4.589374,0.00060000,10320.68,27.13,18.250,21.964,17.54
679,4.435030,0.00060000,10325.47,27.13,18.250,21.964,17.54
680,4.651254,0.00060000,10333.59,27.13,18.250,21.964,17.54
681,4.347370,0.00060000,10335.22,27.13,18.250,21.964,17.54
682,4.588114,0.00060000,10345.81,27.13,18.250,21.964,17.54
683,4.787147,0.00060000,10332.47,27.13,18.250,21.964,17.54
684,5.040799,0.00060000,10336.81,27.13,18.250,21.964,17.54
685,4.298806,0.00060000,10348.56,27.12,18.250,21.964,17.54
686,4.548361,0.00060000,10352.09,27.12,18.250,21.964,17.54
687,4.477700,0.00060000,10336.21,27.12,18.250,21.964,17.54
688,4.425760,0.00060000,10329.16,27.12,18.250,21.964,17.54
689,4.831247,0.00060000,10340.56,27.12,18.250,21.964,17.54
690,4.617217,0.00060000,10341.23,27.12,18.250,21.964,17.54
691,4.427303,0.00060000,10343.08,27.12,18.250,21.964,17.54
692,4.676557,0.00060000,10349.47,27.11,18.250,21.964,17.54
693,4.522816,0.00060000,10345.75,27.11,18.250,21.964,17.54
694,4.602355,0.00060000,10343.99,27.11,18.250,21.964,17.54
695,4.711503,0.00060000,10340.61,27.11,18.250,21.964,17.54
696,4.430719,0.00060000,10336.19,27.11,18.250,21.964,17.54
697,4.874352,0.00060000,10328.83,27.11,18.250,21.964,17.54
698,4.564981,0.00060000,10330.14,27.12,18.250,21.964,17.54
699,4.652277,0.00060000,10320.86,27.12,18.250,21.964,17.54
700,4.691973,0.00060000,19572.38,25.84,18.250,21.964,17.54
701,4.380153,0.00060000,10343.85,25.97,18.250,21.964,17.54
702,4.385639,0.00060000,10480.15,26.04,18.250,21.964,17.54
703,4.567674,0.00060000,10439.22,26.13,18.250,21.964,17.54
704,4.861153,0.00060000,10396.25,26.21,18.250,21.964,17.54
705,4.567562,0.00060000,10335.45,26.30,18.250,21.964,17.54
706,4.754934,0.00060000,10292.47,26.39,18.250,21.964,17.54
707,4.531413,0.00060000,10271.18,26.48,18.250,21.964,17.54
708,4.551392,0.00060000,10259.45,26.57,18.250,21.964,17.54
709,4.591136,0.00060000,10286.20,26.64,18.250,21.964,17.54
710,4.643457,0.00060000,10318.60,26.69,18.250,21.964,17.54
711,4.550529,0.00060000,10347.72,26.73,18.250,21.964,17.54
712,4.446108,0.00060000,10367.10,26.76,18.250,21.964,17.54
713,4.554080,0.00060000,10357.32,26.79,18.250,21.964,17.54
714,4.593582,0.00060000,10350.42,26.82,18.250,21.964,17.54
715,4.532887,0.00060000,10341.65,26.85,18.250,21.964,17.54
716,4.459215,0.00060000,10328.17,26.88,18.250,21.964,17.54
717,4.671356,0.00060000,10323.71,26.91,18.250,21.964,17.54
718,4.201282,0.00060000,10317.58,26.93,18.250,21.964,17.54
719,4.595375,0.00060000,10312.31,26.96,18.250,21.964,17.54
720,4.667850,0.00060000,10317.46,26.98,18.250,21.964,17.54
721,4.609590,0.00060000,10329.36,26.99,18.250,21.964,17.54
722,4.390908,0.00060000,10337.95,27.01,18.250,21.964,17.54
723,4.440869,0.00060000,10336.09,27.02,18.250,21.964,17.54
724,4.493377,0.00060000,10335.94,27.03,18.250,21.964,17.54
725,4.461498,0.00060000,10344.37,27.03,18.250,21.964,17.54
726,4.514847,0.00060000,10336.82,27.04,18.250,21.964,17.54
727,4.647011,0.00060000,10336.45,27.05,18.250,21.964,17.54
728,4.428614,0.00060000,10333.25,27.06,18.250,21.964,17.54
729,4.566897,0.00060000,10340.47,27.06,18.250,21.964,17.54
730,4.569858,0.00060000,10340.84,27.07,18.250,21.964,17.54
731,4.511542,0.00060000,10335.95,27.07,18.250,21.964,17.54
732,4.555619,0.00060000,10326.08,27.08,18.250,21.964,17.54
733,4.591785,0.00060000,10336.47,27.08,18.250,21.964,17.54
734,4.379266,0.00060000,10333.03,27.09,18.250,21.964,17.54
735,4.614613,0.00060000,10327.02,27.09,18.250,21.964,17.54
736,4.474874,0.00060000,10316.24,27.10,18.250,21.964,17.54
737,4.504142,0.00060000,10317.85,27.11,18.250,21.964,17.54
738,4.790077,0.00060000,10329.51,27.11,18.250,21.964,17.54
739,4.573909,0.00060000,10319.67,27.12,18.250,21.964,17.54
740,4.333586,0.00060000,10327.90,27.12,18.250,21.964,17.54
741,4.473732,0.00060000,10329.24,27.12,18.250,21.964,17.54
742,4.300878,0.00060000,10337.26,27.12,18.250,21.964,17.54
743,4.591839,0.00060000,10342.46,27.12,18.250,21.964,17.54
744,4.290228,0.00060000,10350.87,27.12,18.250,21.964,17.54
745,4.428988,0.00060000,10348.22,27.11,18.250,21.964,17.54
746,4.603573,0.00060000,10355.22,27.11,18.250,21.964,17.54
747,4.485571,0.00060000,10350.98,27.11,18.250,21.964,17.54
748,4.446625,0.00060000,10359.60,27.10,18.250,21.964,17.54
749,4.547605,0.00060000,10358.34,27.10,18.250,21.964,17.54
750,4.668063,0.00060000,10360.20,27.09,18.250,21.964,17.54
751,4.322270,0.00060000,10354.87,27.09,18.250,21.964,17.54
752,4.615892,0.00060000,10346.19,27.09,18.250,21.964,17.54
753,4.410791,0.00060000,10335.96,27.09,18.250,21.964,17.54
754,4.512377,0.00060000,10325.59,27.10,18.250,21.964,17.54
755,4.638123,0.00060000,10340.87,27.10,18.250,21.964,17.54
756,4.276706,0.00060000,10326.95,27.10,18.250,21.964,17.54
757,4.447414,0.00060000,10323.11,27.11,18.250,21.964,17.54
758,4.430243,0.00060000,10335.67,27.11,18.250,21.964,17.54
759,4.333666,0.00060000,10332.34,27.11,18.250,21.964,17.54
760,4.490980,0.00060000,10333.62,27.11,18.250,21.964,17.54
761,4.395101,0.00060000,10336.11,27.11,18.250,21.964,17.54
762,4.373258,0.00060000,10350.38,27.11,18.250,21.964,17.54
763,4.434148,0.00060000,10359.94,27.11,18.250,21.964,17.54
764,4.374494,0.00060000,10350.30,27.10,18.250,21.964,17.54
765,4.385953,0.00060000,10350.63,27.10,18.250,21.964,17.54
766,4.479686,0.00060000,10349.36,27.10,18.250,21.964,17.54
767,4.320414,0.00060000,10339.74,27.10,18.250,21.964,17.54
768,4.410213,0.00060000,10336.19,27.10,18.250,21.964,17.54
769,4.559465,0.00060000,10329.52,27.11,18.250,21.964,17.54
770,4.602531,0.00060000,10337.30,27.11,18.250,21.964,17.54
771,4.583200,0.00060000,10328.81,27.11,18.250,21.964,17.54
772,4.472768,0.00060000,10340.57,27.11,18.250,21.964,17.54
773,4.406682,0.00060000,10340.11,27.11,18.250,21.964,17.54
774,4.474252,0.00060000,10349.19,27.11,18.250,21.964,17.54
775,4.446944,0.00060000,10340.94,27.11,18.250,21.964,17.54
776,4.477046,0.00060000,10344.15,27.11,18.250,21.964,17.54
777,4.567780,0.00060000,10337.54,27.11,18.250,21.964,17.54
778,4.213098,0.00060000,10335.42,27.11,18.250,21.964,17.54
779,4.595872,0.00060000,10340.17,27.11,18.250,21.964,17.54
780,4.404920,0.00060000,10336.05,27.11,18.250,21.964,17.54
781,4.465119,0.00060000,10349.31,27.11,18.250,21.964,17.54
782,4.412641,0.00060000,10357.07,27.10,18.250,21.964,17.54
783,5.530874,0.00060000,10364.61,27.10,18.250,21.964,17.54
784,4.687154,0.00060000,10350.83,27.10,18.250,21.964,17.54
785,4.093076,0.00060000,10360.49,27.09,18.250,21.964,17.54
786,4.485785,0.00060000,10351.94,27.09,18.250,21.964,17.54
787,4.426742,0.00060000,10357.33,27.09,18.250,21.964,17.54
788,4.562469,0.00060000,10348.20,27.09,18.250,21.964,17.54
789,4.955137,0.00060000,10332.11,27.09,18.250,21.964,17.54
790,4.202090,0.00060000,10325.46,27.10,18.250,21.964,17.54
791,4.476938,0.00060000,10343.31,27.10,18.250,21.964,17.54
792,4.227615,0.00060000,10330.33,27.10,18.250,21.964,17.54
793,4.182578,0.00060000,10333.76,27.10,18.250,21.964,17.54
794,4.372590,0.00060000,10337.78,27.11,18.250,21.964,17.54
795,4.503529,0.00060000,10348.54,27.10,18.250,21.964,17.54
796,4.459249,0.00060000,10340.75,27.10,18.250,21.964,17.54
797,4.441348,0.00060000,10339.18,27.10,18.250,21.964,17.54
798,4.418183,0.00060000,10347.16,27.10,18.250,21.964,17.54
799,4.532126,0.00060000,10343.97,27.10,18.250,21.964,17.54
800,4.483814,0.00060000,19898.96,25.80,18.250,21.964,17.54
801,4.422321,0.00060000,10355.95,25.93,18.250,21.964,17.54
802,4.872231,0.00060000,10367.58,26.04,18.250,21.964,17.54
803,4.406264,0.00060000,10281.45,26.16,18.250,21.964,17.54
