iter,loss,lr,time_ms,mfu_percent,vram_used_gb,vram_total_gb,vram_percent
92,6.713306,0.00027761,10276.95,27.29,18.250,21.964,17.54
93,6.773895,0.00028060,10272.05,27.29,18.250,21.964,17.54
94,6.920772,0.00028358,10270.40,27.29,18.250,21.964,17.54
95,6.483034,0.00028657,10259.90,27.30,18.250,21.964,17.54
96,6.710324,0.00028955,10252.35,27.30,18.250,21.964,17.54
97,6.397522,0.00029254,10253.21,27.30,18.250,21.964,17.54
98,6.456715,0.00029552,10252.05,27.31,18.250,21.964,17.54
99,6.419439,0.00029851,10265.86,27.31,18.250,21.964,17.54
100,6.279803,0.00030149,16700.86,26.26,18.250,21.964,17.54
101,6.598068,0.00030448,10289.50,26.35,18.250,21.964,17.54
102,6.411598,0.00030746,10318.93,26.44,18.250,21.964,17.54
103,6.619928,0.00031045,10321.75,26.51,18.250,21.964,17.54
104,6.755173,0.00031343,10303.86,26.58,18.250,21.964,17.54
105,6.426436,0.00031642,10280.96,26.65,18.250,21.964,17.54
106,6.821515,0.00031940,10269.21,26.71,18.250,21.964,17.54
107,6.439506,0.00032239,10265.96,26.77,18.250,21.964,17.54
108,6.308758,0.00032537,10255.90,26.83,18.250,21.964,17.54
109,6.428438,0.00032836,10257.73,26.88,18.250,21.964,17.54
110,6.532060,0.00033134,10260.26,26.92,18.250,21.964,17.54
111,6.502424,0.00033433,10286.19,26.95,18.250,21.964,17.54
112,6.340946,0.00033731,10306.36,26.98,18.250,21.964,17.54
113,6.534557,0.00034030,10300.49,27.00,18.250,21.964,17.54
114,6.502477,0.00034328,10302.01,27.02,18.250,21.964,17.54
115,6.347581,0.00034627,10310.36,27.04,18.250,21.964,17.54
116,6.379055,0.00034925,10307.09,27.06,18.250,21.964,17.54
117,6.385181,0.00035224,10281.44,27.08,18.250,21.964,17.54
118,6.430817,0.00035522,10273.29,27.10,18.250,21.964,17.54
119,6.237633,0.00035821,10258.11,27.12,18.250,21.964,17.54
120,6.269873,0.00036119,10254.17,27.14,18.250,21.964,17.54
121,6.472588,0.00036418,10260.68,27.16,18.250,21.964,17.54
122,6.543111,0.00036716,10263.50,27.17,18.250,21.964,17.54
123,6.308126,0.00037015,10282.16,27.18,18.250,21.964,17.54
124,6.381808,0.00037313,10289.94,27.19,18.250,21.964,17.54
125,6.339995,0.00037612,10289.65,27.19,18.250,21.964,17.54
126,6.224067,0.00037910,10292.84,27.20,18.250,21.964,17.54
127,6.323957,0.00038209,10302.81,27.20,18.250,21.964,17.54
128,6.731400,0.00038507,10303.06,27.20,18.250,21.964,17.54
129,6.343351,0.00038806,10306.39,27.20,18.250,21.964,17.54
130,6.339572,0.00039104,10307.69,27.20,18.250,21.964,17.54
131,5.932103,0.00039403,10303.27,27.20,18.250,21.964,17.54
132,6.264800,0.00039701,10290.88,27.20,18.250,21.964,17.54
133,6.395427,0.00040000,10288.40,27.21,18.250,21.964,17.54
134,6.349690,0.00040299,10291.01,27.21,18.250,21.964,17.54
135,6.424417,0.00040597,10280.54,27.22,18.250,21.964,17.54
136,6.369524,0.00040896,10285.04,27.22,18.250,21.964,17.54
137,6.465487,0.00041194,10282.98,27.22,18.250,21.964,17.54
138,6.352542,0.00041493,10271.48,27.23,18.250,21.964,17.54
139,6.247230,0.00041791,10283.03,27.23,18.250,21.964,17.54
140,6.276203,0.00042090,10281.42,27.24,18.250,21.964,17.54
141,6.091883,0.00042388,10279.37,27.24,18.250,21.964,17.54
142,6.244510,0.00042687,10262.98,27.25,18.250,21.964,17.54
143,6.266747,0.00042985,10280.40,27.25,18.250,21.964,17.54
144,6.151095,0.00043284,10267.09,27.25,18.250,21.964,17.54
145,6.241870,0.00043582,10274.92,27.26,18.250,21.964,17.54
146,6.372845,0.00043881,10259.17,27.26,18.250,21.964,17.54
147,6.017126,0.00044179,10275.90,27.27,18.250,21.964,17.54
148,6.151875,0.00044478,10286.98,27.26,18.250,21.964,17.54
149,6.402348,0.00044776,10282.66,27.26,18.250,21.964,17.54
150,6.185924,0.00045075,10283.53,27.26,18.250,21.964,17.54
151,6.520441,0.00045373,10293.05,27.26,18.250,21.964,17.54
152,6.248982,0.00045672,10302.82,27.26,18.250,21.964,17.54
153,6.209015,0.00045970,10311.31,27.25,18.250,21.964,17.54
154,5.906362,0.00046269,10310.77,27.24,18.250,21.964,17.54
155,6.143450,0.00046567,10302.93,27.24,18.250,21.964,17.54
156,6.225400,0.00046866,10311.09,27.23,18.250,21.964,17.54
157,6.204535,0.00047164,10302.90,27.23,18.250,21.964,17.54
158,6.112113,0.00047463,10316.44,27.22,18.250,21.964,17.54
159,6.319613,0.00047761,10308.66,27.22,18.250,21.964,17.54
160,6.245116,0.00048060,10292.99,27.22,18.250,21.964,17.54
161,6.164773,0.00048358,10294.03,27.22,18.250,21.964,17.54
162,6.189058,0.00048657,10294.60,27.22,18.250,21.964,17.54
163,6.278980,0.00048955,10291.73,27.23,18.250,21.964,17.54
164,6.765762,0.00049254,10280.12,27.23,18.250,21.964,17.54
165,6.004517,0.00049552,10269.05,27.24,18.250,21.964,17.54
166,6.295642,0.00049851,10282.85,27.24,18.250,21.964,17.54
167,6.059909,0.00050149,10286.59,27.24,18.250,21.964,17.54
168,6.160345,0.00050448,10277.27,27.24,18.250,21.964,17.54
169,6.238378,0.00050746,10294.68,27.24,18.250,21.964,17.54
170,6.135582,0.00051045,10297.69,27.24,18.250,21.964,17.54
171,6.289251,0.00051343,10288.40,27.24,18.250,21.964,17.54
172,5.879640,0.00051642,10298.26,27.24,18.250,21.964,17.54
173,6.355275,0.00051940,10285.43,27.24,18.250,21.964,17.54
174,6.112041,0.00052239,10287.17,27.24,18.250,21.964,17.54
175,6.485855,0.00052537,10312.95,27.23,18.250,21.964,17.54
176,6.083155,0.00052836,10307.73,27.23,18.250,21.964,17.54
177,6.201365,0.00053134,10301.31,27.23,18.250,21.964,17.54
178,6.102806,0.00053433,10296.16,27.23,18.250,21.964,17.54
179,6.018413,0.00053731,10313.51,27.22,18.250,21.964,17.54
180,6.165397,0.00054030,10301.45,27.22,18.250,21.964,17.54
181,6.155096,0.00054328,10295.09,27.22,18.250,21.964,17.54
182,5.926626,0.00054627,10293.62,27.22,18.250,21.964,17.54
183,6.003151,0.00054925,10296.69,27.22,18.250,21.964,17.54
184,6.023623,0.00055224,10286.18,27.23,18.250,21.964,17.54
185,6.025941,0.00055522,10291.75,27.23,18.250,21.964,17.54
186,6.216572,0.00055821,10287.19,27.23,18.250,21.964,17.54
187,5.935535,0.00056119,10310.88,27.23,18.250,21.964,17.54
188,6.076312,0.00056418,10307.95,27.22,18.250,21.964,17.54
189,6.070433,0.00056716,10297.36,27.22,18.250,21.964,17.54
190,5.868991,0.00057015,10301.41,27.22,18.250,21.964,17.54
191,6.085975,0.00057313,10297.82,27.22,18.250,21.964,17.54
192,5.933687,0.00057612,10295.90,27.22,18.250,21.964,17.54
193,6.364196,0.00057910,10292.70,27.22,18.250,21.964,17.54
194,6.150319,0.00058209,10294.75,27.22,18.250,21.964,17.54
195,6.048647,0.00058507,10292.69,27.22,18.250,21.964,17.54
196,6.038797,0.00058806,10302.69,27.22,18.250,21.964,17.54
197,5.993845,0.00059104,10294.45,27.22,18.250,21.964,17.54
198,6.076395,0.00059403,10306.33,27.22,18.250,21.964,17.54
199,6.129258,0.00059701,10313.06,27.22,18.250,21.964,17.54
200,6.056322,0.00060000,19626.30,25.92,18.250,21.964,17.54
201,6.122410,0.00060000,10315.65,26.05,18.250,21.964,17.54
202,5.982278,0.00060000,10411.20,26.14,18.250,21.964,17.54
203,5.988470,0.00060000,10390.42,26.22,18.250,21.964,17.54
204,5.944803,0.00060000,10367.27,26.30,18.250,21.964,17.54
205,6.152097,0.00060000,10322.07,26.39,18.250,21.964,17.54
206,5.958740,0.00060000,10286.59,26.47,18.250,21.964,17.54
207,6.007781,0.00060000,10262.42,26.56,18.250,21.964,17.54
208,5.920466,0.00060000,10259.41,26.63,18.250,21.964,17.54
209,6.187764,0.00060000,10262.60,26.70,18.250,21.964,17.54
210,5.909078,0.00060000,10291.72,26.76,18.250,21.964,17.54
211,6.026918,0.00060000,10320.65,26.80,18.250,21.964,17.54
212,5.953465,0.00060000,10327.59,26.83,18.250,21.964,17.54
213,5.921619,0.00060000,10333.10,26.86,18.250,21.964,17.54
214,6.295103,0.00060000,10329.96,26.89,18.250,21.964,17.54
215,5.835094,0.00060000,10322.77,26.91,18.250,21.964,17.54
216,5.890424,0.00060000,10320.78,26.94,18.250,21.964,17.54
217,6.268461,0.00060000,10320.75,26.96,18.250,21.964,17.54
218,6.575059,0.00060000,10298.81,26.99,18.250,21.964,17.54
219,5.995411,0.00060000,10283.43,27.01,18.250,21.964,17.54
220,6.044764,0.00060000,10285.27,27.04,18.250,21.964,17.54
221,6.007791,0.00060000,10295.40,27.06,18.250,21.964,17.54
222,6.144273,0.00060000,10293.68,27.07,18.250,21.964,17.54
223,5.921292,0.00060000,10288.72,27.09,18.250,21.964,17.54
224,5.977924,0.00060000,10292.69,27.11,18.250,21.964,17.54
225,5.923505,0.00060000,10304.95,27.12,18.250,21.964,17.54
226,5.859413,0.00060000,10311.54,27.12,18.250,21.964,17.54
227,6.036369,0.00060000,10309.32,27.13,18.250,21.964,17.54
228,7.322896,0.00060000,10310.45,27.14,18.250,21.964,17.54
229,6.092770,0.00060000,10326.78,27.14,18.250,21.964,17.54
230,5.992984,0.00060000,10325.60,27.14,18.250,21.964,17.54
231,5.961238,0.00060000,10326.06,27.14,18.250,21.964,17.54
232,5.862762,0.00060000,10310.56,27.14,18.250,21.964,17.54
233,5.637456,0.00060000,10313.41,27.15,18.250,21.964,17.54
234,5.732047,0.00060000,10300.43,27.15,18.250,21.964,17.54
235,5.942518,0.00060000,10301.40,27.16,18.250,21.964,17.54
236,5.811096,0.00060000,10304.21,27.16,18.250,21.964,17.54
237,5.998866,0.00060000,10300.17,27.17,18.250,21.964,17.54
238,5.812269,0.00060000,10304.20,27.17,18.250,21.964,17.54
239,5.926099,0.00060000,10306.23,27.18,18.250,21.964,17.54
240,5.897913,0.00060000,10322.09,27.17,18.250,21.964,17.54
241,5.787809,0.00060000,10330.95,27.17,18.250,21.964,17.54
242,5.783952,0.00060000,10341.95,27.16,18.250,21.964,17.54
243,5.673280,0.00060000,10334.22,27.16,18.250,21.964,17.54
244,5.779951,0.00060000,10337.55,27.15,18.250,21.964,17.54
245,5.788680,0.00060000,10329.35,27.15,18.250,21.964,17.54
246,5.838512,0.00060000,10318.98,27.15,18.250,21.964,17.54
247,5.881005,0.00060000,10307.09,27.16,18.250,21.964,17.54
248,5.681882,0.00060000,10299.69,27.16,18.250,21.964,17.54
249,5.888679,0.00060000,10309.52,27.17,18.250,21.964,17.54
250,5.833853,0.00060000,10305.28,27.17,18.250,21.964,17.54
251,5.875594,0.00060000,10303.24,27.17,18.250,21.964,17.54
252,5.568208,0.00060000,10325.41,27.17,18.250,21.964,17.54
253,5.753540,0.00060000,10318.77,27.17,18.250,21.964,17.54
254,5.805480,0.00060000,10313.16,27.17,18.250,21.964,17.54
255,5.943571,0.00060000,10318.08,27.17,18.250,21.964,17.54
256,5.900555,0.00060000,10319.69,27.17,18.250,21.964,17.54
257,6.074667,0.00060000,10320.27,27.17,18.250,21.964,17.54
258,5.598247,0.00060000,10314.79,27.17,18.250,21.964,17.54
259,5.770030,0.00060000,10308.95,27.17,18.250,21.964,17.54
260,5.786033,0.00060000,10319.09,27.17,18.250,21.964,17.54
261,5.878911,0.00060000,10323.86,27.17,18.250,21.964,17.54
262,5.894924,0.00060000,10326.59,27.17,18.250,21.964,17.54
263,5.772324,0.00060000,10282.38,27.18,18.250,21.964,17.54
264,5.713081,0.00060000,10302.01,27.18,18.250,21.964,17.54
265,5.529218,0.00060000,10339.87,27.17,18.250,21.964,17.54
266,5.776660,0.00060000,10307.05,27.18,18.250,21.964,17.54
267,5.650506,0.00060000,10291.68,27.18,18.250,21.964,17.54
268,5.981190,0.00060000,10287.93,27.19,18.250,21.964,17.54
269,5.861146,0.00060000,10285.83,27.19,18.250,21.964,17.54
270,5.792514,0.00060000,10290.37,27.20,18.250,21.964,17.54
271,5.723804,0.00060000,10303.18,27.20,18.250,21.964,17.54
272,5.661949,0.00060000,10315.91,27.20,18.250,21.964,17.54
273,5.771090,0.00060000,10312.21,27.20,18.250,21.964,17.54
274,5.973724,0.00060000,10320.73,27.19,18.250,21.964,17.54
275,5.590112,0.00060000,10330.35,27.19,18.250,21.964,17.54
276,5.842226,0.00060000,10315.13,27.19,18.250,21.964,17.54
277,5.607793,0.00060000,10317.25,27.18,18.250,21.964,17.54
278,5.942800,0.00060000,10299.38,27.19,18.250,21.964,17.54
279,6.073183,0.00060000,10305.27,27.19,18.250,21.964,17.54
280,5.562242,0.00060000,10317.49,27.19,18.250,21.964,17.54
281,5.825361,0.00060000,10305.37,27.19,18.250,21.964,17.54
282,5.605216,0.00060000,10300.71,27.19,18.250,21.964,17.54
283,5.598922,0.00060000,10307.38,27.19,18.250,21.964,17.54
284,5.628578,0.00060000,10309.91,27.19,18.250,21.964,17.54
285,5.750412,0.00060000,10311.38,27.19,18.250,21.964,17.54
286,5.505569,0.00060000,10308.21,27.19,18.250,21.964,17.54
287,5.664303,0.00060000,10316.70,27.19,18.250,21.964,17.54
288,5.758960,0.00060000,10311.31,27.19,18.250,21.964,17.54
289,5.360288,0.00060000,10315.54,27.19,18.250,21.964,17.54
290,5.654021,0.00060000,10303.65,27.19,18.250,21.964,17.54
291,5.503620,0.00060000,10309.56,27.19,18.250,21.964,17.54
292,5.844714,0.00060000,10307.98,27.19,18.250,21.964,17.54
293,5.796426,0.00060000,10301.48,27.19,18.250,21.964,17.54
294,5.201507,0.00060000,10292.69,27.20,18.250,21.964,17.54
295,6.583259,0.00060000,10308.27,27.20,18.250,21.964,17.54
296,5.578725,0.00060000,10309.35,27.20,18.250,21.964,17.54
297,5.581422,0.00060000,10304.35,27.20,18.250,21.964,17.54
298,5.574162,0.00060000,10316.19,27.19,18.250,21.964,17.54
299,5.728841,0.00060000,10313.08,27.19,18.250,21.964,17.54
300,5.950515,0.00060000,19491.42,25.91,18.250,21.964,17.54
301,5.627710,0.00060000,10336.05,26.03,18.250,21.964,17.54
302,5.596966,0.00060000,10424.17,26.12,18.250,21.964,17.54
303,6.001514,0.00060000,10388.58,26.20,18.250,21.964,17.54
304,5.665266,0.00060000,10351.43,26.29,18.250,21.964,17.54
305,5.364955,0.00060000,10317.06,26.38,18.250,21.964,17.54
306,5.727868,0.00060000,10276.63,26.47,18.250,21.964,17.54
307,5.599941,0.00060000,10261.56,26.55,18.250,21.964,17.54
308,5.447758,0.00060000,10259.66,26.63,18.250,21.964,17.54
309,5.532039,0.00060000,10278.52,26.70,18.250,21.964,17.54
310,5.495264,0.00060000,10296.90,26.75,18.250,21.964,17.54
311,5.487064,0.00060000,10317.51,26.79,18.250,21.964,17.54
312,5.406488,0.00060000,10332.73,26.82,18.250,21.964,17.54
313,5.503277,0.00060000,10323.04,26.86,18.250,21.964,17.54
314,5.498135,0.00060000,10325.54,26.89,18.250,21.964,17.54
315,5.619151,0.00060000,10331.00,26.91,18.250,21.964,17.54
316,5.618845,0.00060000,10321.58,26.94,18.250,21.964,17.54
317,5.637588,0.00060000,10311.78,26.96,18.250,21.964,17.54
318,5.495342,0.00060000,10316.31,26.98,18.250,21.964,17.54
319,5.463516,0.00060000,10311.34,27.00,18.250,21.964,17.54
320,5.538872,0.00060000,10300.71,27.02,18.250,21.964,17.54
321,5.622999,0.00060000,10304.46,27.04,18.250,21.964,17.54
322,5.685636,0.00060000,10308.13,27.06,18.250,21.964,17.54
323,5.492523,0.00060000,10303.40,27.07,18.250,21.964,17.54
324,5.466037,0.00060000,10306.55,27.08,18.250,21.964,17.54
325,6.017379,0.00060000,10311.58,27.09,18.250,21.964,17.54
326,5.588631,0.00060000,10312.09,27.10,18.250,21.964,17.54
327,5.599660,0.00060000,10316.22,27.11,18.250,21.964,17.54
328,5.480600,0.00060000,10321.38,27.11,18.250,21.964,17.54
329,5.702175,0.00060000,10329.93,27.12,18.250,21.964,17.54
330,5.292478,0.00060000,10319.46,27.12,18.250,21.964,17.54
331,5.529288,0.00060000,10316.55,27.13,18.250,21.964,17.54
332,5.634144,0.00060000,10313.40,27.13,18.250,21.964,17.54
333,5.547433,0.00060000,10309.74,27.14,18.250,21.964,17.54
334,5.495647,0.00060000,10315.71,27.14,18.250,21.964,17.54
335,5.613012,0.00060000,10315.93,27.14,18.250,21.964,17.54
336,5.808967,0.00060000,10296.61,27.15,18.250,21.964,17.54
337,5.474712,0.00060000,10311.98,27.16,18.250,21.964,17.54
338,5.330300,0.00060000,10298.31,27.16,18.250,21.964,17.54
339,5.521873,0.00060000,10301.91,27.17,18.250,21.964,17.54
340,5.454004,0.00060000,10313.56,27.17,18.250,21.964,17.54
341,5.347642,0.00060000,10314.29,27.17,18.250,21.964,17.54
342,5.503459,0.00060000,10312.46,27.17,18.250,21.964,17.54
343,5.346498,0.00060000,10310.56,27.17,18.250,21.964,17.54
344,5.595317,0.00060000,10307.30,27.17,18.250,21.964,17.54
345,5.476365,0.00060000,10321.92,27.17,18.250,21.964,17.54
346,5.223064,0.00060000,10318.93,27.17,18.250,21.964,17.54
347,5.518270,0.00060000,10319.97,27.17,18.250,21.964,17.54
348,5.384418,0.00060000,10319.20,27.17,18.250,21.964,17.54
349,5.598114,0.00060000,10322.09,27.17,18.250,21.964,17.54
350,5.616080,0.00060000,10310.91,27.17,18.250,21.964,17.54
351,5.403470,0.00060000,10313.86,27.17,18.250,21.964,17.54
352,5.424796,0.00060000,10306.32,27.17,18.250,21.964,17.54
353,5.327446,0.00060000,10308.09,27.18,18.250,21.964,17.54
354,5.486140,0.00060000,10302.67,27.18,18.250,21.964,17.54
355,5.602277,0.00060000,10315.88,27.18,18.250,21.964,17.54
356,5.290018,0.00060000,10308.84,27.18,18.250,21.964,17.54
357,5.414129,0.00060000,10320.04,27.18,18.250,21.964,17.54
358,5.400024,0.00060000,10320.59,27.18,18.250,21.964,17.54
359,5.833918,0.00060000,10317.67,27.18,18.250,21.964,17.54
360,5.616057,0.00060000,10321.30,27.17,18.250,21.964,17.54
361,5.462116,0.00060000,10331.54,27.17,18.250,21.964,17.54
362,5.369784,0.00060000,10337.38,27.16,18.250,21.964,17.54
363,5.235864,0.00060000,10321.83,27.16,18.250,21.964,17.54
364,5.420238,0.00060000,10312.52,27.17,18.250,21.964,17.54
365,5.407992,0.00060000,10301.05,27.17,18.250,21.964,17.54
366,5.111643,0.00060000,10299.13,27.18,18.250,21.964,17.54
367,5.125783,0.00060000,10308.69,27.18,18.250,21.964,17.54
368,5.385505,0.00060000,10305.25,27.18,18.250,21.964,17.54
369,5.374158,0.00060000,10320.61,27.18,18.250,21.964,17.54
370,5.400741,0.00060000,10316.27,27.18,18.250,21.964,17.54
371,5.408504,0.00060000,10308.91,27.18,18.250,21.964,17.54
372,5.455862,0.00060000,10300.00,27.18,18.250,21.964,17.54
373,5.631713,0.00060000,10284.46,27.19,18.250,21.964,17.54
374,5.259490,0.00060000,10277.64,27.20,18.250,21.964,17.54
375,5.254883,0.00060000,10316.46,27.20,18.250,21.964,17.54
376,5.370540,0.00060000,10353.68,27.18,18.250,21.964,17.54
377,5.338969,0.00060000,10349.41,27.17,18.250,21.964,17.54
378,5.375066,0.00060000,10350.94,27.16,18.250,21.964,17.54
379,5.498113,0.00060000,10337.36,27.16,18.250,21.964,17.54
380,5.172131,0.00060000,10332.17,27.16,18.250,21.964,17.54
381,5.286731,0.00060000,10320.20,27.16,18.250,21.964,17.54
382,5.476087,0.00060000,10300.16,27.16,18.250,21.964,17.54
383,5.364097,0.00060000,10289.28,27.17,18.250,21.964,17.54
384,5.274616,0.00060000,10296.97,27.18,18.250,21.964,17.54
385,5.476711,0.00060000,10305.14,27.18,18.250,21.964,17.54
386,5.420043,0.00060000,10320.91,27.18,18.250,21.964,17.54
387,5.449943,0.00060000,10324.57,27.17,18.250,21.964,17.54
388,5.262080,0.00060000,10332.62,27.17,18.250,21.964,17.54
389,5.194394,0.00060000,10348.59,27.16,18.250,21.964,17.54
390,5.557619,0.00060000,10347.86,27.15,18.250,21.964,17.54
391,5.254016,0.00060000,10335.98,27.15,18.250,21.964,17.54
392,5.258047,0.00060000,10331.08,27.15,18.250,21.964,17.54
393,5.225510,0.00060000,10333.71,27.15,18.250,21.964,17.54
394,5.288695,0.00060000,10326.06,27.15,18.250,21.964,17.54
395,5.227078,0.00060000,10319.42,27.15,18.250,21.964,17.54
396,5.229433,0.00060000,10314.36,27.15,18.250,21.964,17.54
397,5.302302,0.00060000,10316.12,27.15,18.250,21.964,17.54
398,5.336109,0.00060000,10317.09,27.16,18.250,21.964,17.54
399,5.404491,0.00060000,10313.45,27.16,18.250,21.964,17.54
400,5.326826,0.00060000,19883.75,25.85,18.250,21.964,17.54
401,5.145525,0.00060000,10335.41,25.98,18.250,21.964,17.54
402,5.296685,0.00060000,10492.69,26.05,18.250,21.964,17.54
403,5.244024,0.00060000,10448.83,26.13,18.250,21.964,17.54
404,5.470291,0.00060000,10363.80,26.22,18.250,21.964,17.54
405,5.378198,0.00060000,10312.48,26.32,18.250,21.964,17.54
406,5.170775,0.00060000,10260.34,26.42,18.250,21.964,17.54
